1.500000,0.005000,0.114001,22.557999,5.049386e-02,4.762819e-03
1.500000,0.006000,0.087994,25.258001,4.968487e-02,4.630180e-03
1.500000,0.007000,0.074000,22.876001,5.425869e-02,5.534687e-03
1.500000,0.008000,0.066996,21.815996,5.868016e-02,6.538434e-03
1.500000,0.009000,0.064997,22.352999,4.727154e-02,4.246815e-03
1.500000,0.010000,0.053992,21.808001,6.437476e-02,7.986193e-03
1.500000,0.020000,0.030997,21.838002,9.679961e-02,1.887547e-02
1.500000,0.030000,0.016003,20.887001,9.056832e-02,1.718714e-02
1.500000,0.040000,0.015005,22.060000,8.500735e-02,1.579574e-02
1.500000,0.050000,0.010003,21.029002,1.004793e-01,2.248774e-02
1.500000,0.060000,0.005995,23.416008,2.000003e-01,8.480895e-02
1.500000,0.070000,0.007005,24.713999,1.763031e-01,6.685351e-02
1.500000,0.080000,0.008000,26.170996,2.357528e-01,1.175433e-01
1.500000,0.090000,0.006002,21.091993,1.895664e-01,7.839643e-02
1.500000,0.100000,0.004001,21.416994,1.880480e-01,7.741337e-02
1.500000,0.005000,0.124997,21.396001,5.049386e-02,4.762819e-03
1.500000,0.006000,0.117996,20.568995,4.968487e-02,4.630180e-03
1.500000,0.007000,0.088996,20.996001,5.425869e-02,5.534687e-03
1.500000,0.008000,0.074000,21.316997,5.868016e-02,6.538434e-03
